No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,datetime
1003,2010,2,11,18,4,NA,NA,NA,22,-22,21,1035,-3,NE,8.05,0,0,2010/2/11:18:00:00
1004,2010,2,11,19,4,NA,NA,NA,20,-21,23,1036,-3,NE,11.18,0,0,2010/2/11:19:00:00
1005,2010,2,11,20,4,NA,NA,NA,24,-21,27,1036,-5,NW,3.13,0,0,2010/2/11:20:00:00
1006,2010,2,11,21,4,NA,NA,NA,19,-21,27,1036,-5,NW,8.05,0,0,2010/2/11:21:00:00
1007,2010,2,11,22,4,NA,NA,NA,13,-20,29,1037,-5,NW,11.18,0,0,2010/2/11:22:00:00
1008,2010,2,11,23,4,NA,NA,NA,17,-21,27,1038,-5,NE,4.02,0,0,2010/2/11:23:00:00
1009,2010,2,12,0,4,NA,NA,NA,22,-22,24,1038,-5,NE,9.83,0,0,2010/2/12:0:00:00
1010,2010,2,12,1,4,NA,NA,NA,16,-22,26,1038,-6,NE,14.75,0,0,2010/2/12:1:00:00
1011,2010,2,12,2,4,NA,NA,NA,16,-22,26,1038,-6,NE,18.77,0,0,2010/2/12:2:00:00
1012,2010,2,12,3,4,NA,NA,NA,11,-22,29,1037,-7,NE,22.79,0,0,2010/2/12:3:00:00
1013,2010,2,12,4,4,NA,NA,NA,10,-23,28,1037,-8,NW,3.13,0,0,2010/2/12:4:00:00
1014,2010,2,12,5,4,NA,NA,NA,9,-22,31,1037,-8,NW,7.15,0,0,2010/2/12:5:00:00
1015,2010,2,12,6,4,NA,NA,NA,11,-22,34,1038,-9,NW,11.17,0,0,2010/2/12:6:00:00
1016,2010,2,12,7,4,NA,NA,NA,14,-23,31,1038,-9,NW,14.3,0,0,2010/2/12:7:00:00
1017,2010,2,12,8,4,NA,NA,NA,21,-21,37,1038,-9,NW,17.43,0,0,2010/2/12:8:00:00
1018,2010,2,12,9,4,NA,NA,NA,26,-22,26,1038,-6,NE,4.02,0,0,2010/2/12:9:00:00
1019,2010,2,12,10,4,NA,NA,NA,21,-22,24,1037,-5,NE,7.15,0,0,2010/2/12:10:00:00
1020,2010,2,12,11,4,NA,NA,NA,19,-22,23,1036,-4,NW,3.13,0,0,2010/2/12:11:00:00
1021,2010,2,12,12,4,NA,NA,NA,13,-23,19,1035,-3,cv,3.13,0,0,2010/2/12:12:00:00
1022,2010,2,12,13,4,NA,NA,NA,13,-23,18,1034,-2,NW,3.13,0,0,2010/2/12:13:00:00
1023,2010,2,12,14,4,NA,NA,NA,13,-23,16,1033,-1,NW,6.26,0,0,2010/2/12:14:00:00
1024,2010,2,12,15,4,NA,NA,NA,13,-23,16,1032,-1,cv,1.79,0,0,2010/2/12:15:00:00
1025,2010,2,12,16,4,NA,NA,NA,11,-23,16,1032,-1,NE,1.79,0,0,2010/2/12:16:00:00
1026,2010,2,12,17,4,NA,NA,NA,19,-23,16,1031,-1,NE,3.58,0,0,2010/2/12:17:00:00
1027,2010,2,12,18,4,NA,NA,NA,22,-22,21,1031,-3,NE,5.37,0,0,2010/2/12:18:00:00
1028,2010,2,12,19,4,NA,NA,NA,50,-21,25,1032,-4,SE,0.89,0,0,2010/2/12:19:00:00
1029,2010,2,12,20,4,NA,NA,NA,58,-19,32,1032,-5,cv,0.89,0,0,2010/2/12:20:00:00
1030,2010,2,12,21,4,NA,NA,NA,60,-18,38,1032,-6,cv,1.34,0,0,2010/2/12:21:00:00
1031,2010,2,12,22,4,NA,NA,NA,69,-16,52,1032,-8,cv,1.79,0,0,2010/2/12:22:00:00
1032,2010,2,12,23,4,NA,NA,NA,108,-18,44,1032,-8,NE,0.89,0,0,2010/2/12:23:00:00
1033,2010,2,13,0,4,NA,NA,NA,51,-18,44,1031,-8,NW,3.13,0,0,2010/2/13:0:00:00
1034,2010,2,13,1,4,NA,NA,NA,54,-18,56,1031,-11,NW,6.26,0,0,2010/2/13:1:00:00
1035,2010,2,13,2,4,NA,NA,NA,38,-19,40,1031,-8,NW,8.05,0,0,2010/2/13:2:00:00
1036,2010,2,13,3,4,NA,NA,NA,27,-19,51,1030,-11,NW,11.18,0,0,2010/2/13:3:00:00
1037,2010,2,13,4,4,NA,NA,NA,23,-19,47,1030,-10,NW,14.31,0,0,2010/2/13:4:00:00
1038,2010,2,13,5,4,NA,NA,NA,27,-19,51,1030,-11,NW,16.1,0,0,2010/2/13:5:00:00
1039,2010,2,13,6,4,NA,NA,NA,28,-19,51,1030,-11,NW,19.23,0,0,2010/2/13:6:00:00
1040,2010,2,13,7,4,NA,NA,NA,24,-19,51,1030,-11,NW,21.02,0,0,2010/2/13:7:00:00
1041,2010,2,13,8,4,NA,NA,NA,26,-17,56,1031,-10,NW,24.15,0,0,2010/2/13:8:00:00
1042,2010,2,13,9,4,NA,NA,NA,23,-17,44,1031,-7,cv,0.89,0,0,2010/2/13:9:00:00
1043,2010,2,13,10,4,NA,NA,NA,37,-18,35,1031,-5,cv,1.78,0,0,2010/2/13:10:00:00
1044,2010,2,13,11,4,NA,NA,NA,46,-18,30,1030,-3,SE,1.79,0,0,2010/2/13:11:00:00
1045,2010,2,13,12,4,NA,NA,NA,49,-19,22,1029,0,cv,0.89,0,0,2010/2/13:12:00:00
1046,2010,2,13,13,4,NA,NA,NA,53,-20,19,1028,1,SE,1.79,0,0,2010/2/13:13:00:00
1047,2010,2,13,14,4,NA,NA,NA,57,-20,16,1027,3,cv,1.79,0,0,2010/2/13:14:00:00
1048,2010,2,13,15,4,NA,NA,NA,51,-20,16,1026,3,SE,3.13,0,0,2010/2/13:15:00:00
1049,2010,2,13,16,4,NA,NA,NA,64,-20,16,1026,3,SE,7.15,0,0,2010/2/13:16:00:00
1050,2010,2,13,17,4,NA,NA,NA,100,-20,17,1026,2,SE,11.17,0,0,2010/2/13:17:00:00
1051,2010,2,13,18,4,NA,NA,NA,113,-18,24,1026,0,SE,15.19,0,0,2010/2/13:18:00:00
1052,2010,2,13,19,4,NA,NA,NA,136,-15,33,1027,-1,SE,18.32,0,0,2010/2/13:19:00:00
1053,2010,2,13,20,4,NA,NA,NA,213,-15,31,1027,0,SE,22.34,0,0,2010/2/13:20:00:00
1054,2010,2,13,21,4,NA,NA,NA,259,-15,42,1027,-4,cv,0.89,0,0,2010/2/13:21:00:00
1055,2010,2,13,22,4,NA,NA,NA,267,-13,53,1028,-5,cv,1.78,0,0,2010/2/13:22:00:00
1056,2010,2,13,23,4,NA,NA,NA,351,-13,57,1028,-6,cv,2.67,0,0,2010/2/13:23:00:00
1057,2010,2,14,0,4,NA,NA,NA,980,-13,62,1028,-7,NE,0.89,0,0,2010/2/14:0:00:00
1058,2010,2,14,1,4,NA,NA,NA,NA,-14,57,1029,-7,cv,0.89,0,0,2010/2/14:1:00:00
1059,2010,2,14,2,4,NA,NA,NA,599,-14,49,1029,-5,NW,3.13,0,0,2010/2/14:2:00:00
1060,2010,2,14,3,4,NA,NA,NA,39,-14,53,1030,-6,NW,6.26,0,0,2010/2/14:3:00:00
1061,2010,2,14,4,4,NA,NA,NA,7,-14,49,1030,-5,NW,10.28,0,0,2010/2/14:4:00:00
1062,2010,2,14,5,4,NA,NA,NA,8,-17,33,1030,-3,NW,15.2,0,0,2010/2/14:5:00:00
1063,2010,2,14,6,4,NA,NA,NA,7,-17,33,1031,-3,NE,4.02,0,0,2010/2/14:6:00:00
1064,2010,2,14,7,4,NA,NA,NA,7,-18,32,1032,-4,NW,4.02,0,0,2010/2/14:7:00:00
1065,2010,2,14,8,4,NA,NA,NA,7,-20,25,1033,-3,NW,8.94,0,0,2010/2/14:8:00:00
1066,2010,2,14,9,4,NA,NA,NA,16,-21,23,1034,-3,NW,14.75,0,0,2010/2/14:9:00:00
1067,2010,2,14,10,4,NA,NA,NA,19,-22,21,1035,-3,NW,20.56,0,0,2010/2/14:10:00:00
1068,2010,2,14,11,4,NA,NA,NA,15,-22,21,1035,-3,NE,5.81,0,0,2010/2/14:11:00:00
1069,2010,2,14,12,4,NA,NA,NA,21,-23,18,1035,-2,NW,4.92,0,0,2010/2/14:12:00:00
1070,2010,2,14,13,4,NA,NA,NA,18,-24,16,1033,-2,NE,4.92,0,0,2010/2/14:13:00:00
1071,2010,2,14,14,4,NA,NA,NA,16,-23,18,1033,-2,NE,9.84,0,0,2010/2/14:14:00:00
1072,2010,2,14,15,4,NA,NA,NA,15,-24,16,1032,-2,NE,13.86,0,0,2010/2/14:15:00:00
1073,2010,2,14,16,4,NA,NA,NA,16,-24,16,1032,-2,NE,17.88,0,0,2010/2/14:16:00:00
1074,2010,2,14,17,4,NA,NA,NA,16,-23,18,1032,-2,NE,21.9,0,0,2010/2/14:17:00:00
1075,2010,2,14,18,4,NA,NA,NA,21,-23,21,1033,-4,NE,23.69,0,0,2010/2/14:18:00:00
1076,2010,2,14,19,4,NA,NA,NA,36,-22,24,1033,-5,cv,0.89,0,0,2010/2/14:19:00:00
1077,2010,2,14,20,4,NA,NA,NA,51,-23,22,1035,-5,NW,1.79,0,0,2010/2/14:20:00:00
1078,2010,2,14,21,4,NA,NA,NA,67,-22,31,1035,-8,NW,4.92,0,0,2010/2/14:21:00:00
1079,2010,2,14,22,4,NA,NA,NA,46,-21,31,1036,-7,NW,8.05,0,0,2010/2/14:22:00:00
1080,2010,2,14,23,4,NA,NA,NA,45,-22,31,1036,-8,NW,11.18,0,0,2010/2/14:23:00:00
1081,2010,2,15,0,4,NA,NA,NA,27,-21,31,1036,-7,NE,4.02,0,0,2010/2/15:0:00:00
1082,2010,2,15,1,4,NA,NA,NA,24,-22,29,1037,-7,NE,8.04,0,0,2010/2/15:1:00:00
1083,2010,2,15,2,4,NA,NA,NA,18,-22,29,1036,-7,NE,12.96,0,0,2010/2/15:2:00:00
1084,2010,2,15,3,4,NA,NA,NA,15,-22,31,1037,-8,cv,0.89,0,0,2010/2/15:3:00:00
1085,2010,2,15,4,4,NA,NA,NA,17,-22,31,1036,-8,cv,1.78,0,0,2010/2/15:4:00:00
1086,2010,2,15,5,4,NA,NA,NA,11,-22,34,1036,-9,NE,3.13,0,0,2010/2/15:5:00:00
1087,2010,2,15,6,4,NA,NA,NA,16,-22,34,1036,-9,NE,7.15,0,0,2010/2/15:6:00:00
1088,2010,2,15,7,4,NA,NA,NA,16,-22,36,1037,-10,NW,4.02,0,0,2010/2/15:7:00:00
1089,2010,2,15,8,4,NA,NA,NA,39,-21,37,1037,-9,NW,7.15,0,0,2010/2/15:8:00:00
1090,2010,2,15,9,4,NA,NA,NA,25,-22,26,1038,-6,NW,10.28,0,0,2010/2/15:9:00:00
1091,2010,2,15,10,4,NA,NA,NA,17,-23,22,1038,-5,NW,12.07,0,0,2010/2/15:10:00:00
1092,2010,2,15,11,4,NA,NA,NA,8,-23,21,1037,-4,NW,15.2,0,0,2010/2/15:11:00:00
1093,2010,2,15,12,4,NA,NA,NA,11,-23,19,1036,-3,NW,16.99,0,0,2010/2/15:12:00:00
1094,2010,2,15,13,4,NA,NA,NA,14,-23,16,1035,-1,NW,18.78,0,0,2010/2/15:13:00:00
1095,2010,2,15,14,4,NA,NA,NA,15,-23,15,1033,0,NE,4.02,0,0,2010/2/15:14:00:00
1096,2010,2,15,15,4,NA,NA,NA,15,-26,12,1032,0,cv,1.79,0,0,2010/2/15:15:00:00
1097,2010,2,15,16,4,NA,NA,NA,13,-26,12,1032,0,cv,2.68,0,0,2010/2/15:16:00:00
1098,2010,2,15,17,4,NA,NA,NA,13,-26,12,1032,0,cv,3.57,0,0,2010/2/15:17:00:00
1099,2010,2,15,18,4,NA,NA,NA,26,-23,19,1033,-3,SE,1.79,0,0,2010/2/15:18:00:00
1100,2010,2,15,19,4,NA,NA,NA,50,-22,23,1033,-4,SE,2.68,0,0,2010/2/15:19:00:00
1101,2010,2,15,20,4,NA,NA,NA,73,-21,29,1034,-6,cv,0.89,0,0,2010/2/15:20:00:00
1102,2010,2,15,21,4,NA,NA,NA,96,-20,40,1034,-9,NE,0.89,0,0,2010/2/15:21:00:00
1103,2010,2,15,22,4,NA,NA,NA,116,-20,37,1034,-8,cv,0.89,0,0,2010/2/15:22:00:00
1104,2010,2,15,23,4,NA,NA,NA,146,-18,51,1034,-10,NW,1.79,0,0,2010/2/15:23:00:00
1105,2010,2,16,0,4,NA,NA,NA,113,-17,61,1034,-11,NW,4.92,0,0,2010/2/16:0:00:00
1106,2010,2,16,1,4,NA,NA,NA,91,-19,47,1034,-10,NW,8.05,0,0,2010/2/16:1:00:00
1107,2010,2,16,2,4,NA,NA,NA,70,-19,51,1034,-11,NW,11.18,0,0,2010/2/16:2:00:00
1108,2010,2,16,3,4,NA,NA,NA,65,-20,51,1034,-12,NW,12.07,0,0,2010/2/16:3:00:00
1109,2010,2,16,4,4,NA,NA,NA,51,-18,60,1033,-12,cv,0.45,0,0,2010/2/16:4:00:00
1110,2010,2,16,5,4,NA,NA,NA,29,-17,71,1033,-13,NW,0.89,0,0,2010/2/16:5:00:00
1111,2010,2,16,6,4,NA,NA,NA,30,-20,51,1033,-12,NW,4.02,0,0,2010/2/16:6:00:00
1112,2010,2,16,7,4,NA,NA,NA,26,-20,51,1033,-12,NW,8.04,0,0,2010/2/16:7:00:00
1113,2010,2,16,8,4,NA,NA,NA,26,-18,56,1033,-11,NW,9.83,0,0,2010/2/16:8:00:00
1114,2010,2,16,9,4,NA,NA,NA,24,-19,37,1033,-7,NW,12.96,0,0,2010/2/16:9:00:00
1115,2010,2,16,10,4,NA,NA,NA,21,-20,27,1032,-4,cv,0.89,0,0,2010/2/16:10:00:00
1116,2010,2,16,11,4,NA,NA,NA,24,-20,25,1032,-3,cv,1.78,0,0,2010/2/16:11:00:00
1117,2010,2,16,12,4,NA,NA,NA,39,-21,20,1031,-1,NW,1.79,0,0,2010/2/16:12:00:00
1118,2010,2,16,13,4,NA,NA,NA,79,-21,17,1030,1,cv,0.89,0,0,2010/2/16:13:00:00
1119,2010,2,16,14,4,NA,NA,NA,99,-19,19,1028,2,SE,4.02,0,0,2010/2/16:14:00:00
1120,2010,2,16,15,4,NA,NA,NA,118,-16,23,1027,3,SE,8.04,0,0,2010/2/16:15:00:00
1121,2010,2,16,16,4,NA,NA,NA,140,-15,25,1027,3,SE,12.06,0,0,2010/2/16:16:00:00
1122,2010,2,16,17,4,NA,NA,NA,159,-15,29,1026,1,SE,15.19,0,0,2010/2/16:17:00:00
1123,2010,2,16,18,4,NA,NA,NA,161,-13,39,1026,-1,SE,18.32,0,0,2010/2/16:18:00:00
1124,2010,2,16,19,4,NA,NA,NA,167,-12,42,1027,-1,SE,20.11,0,0,2010/2/16:19:00:00
1125,2010,2,16,20,4,NA,NA,NA,178,-12,49,1027,-3,SE,21,0,0,2010/2/16:20:00:00
1126,2010,2,16,21,4,NA,NA,NA,192,-12,57,1026,-5,cv,0.89,0,0,2010/2/16:21:00:00
1127,2010,2,16,22,4,NA,NA,NA,198,-12,62,1026,-6,cv,1.78,0,0,2010/2/16:22:00:00
1128,2010,2,16,23,4,NA,NA,NA,207,-12,53,1026,-4,NE,0.89,0,0,2010/2/16:23:00:00
1129,2010,2,17,0,4,NA,NA,NA,237,-13,57,1025,-6,cv,0.89,0,0,2010/2/17:0:00:00
1130,2010,2,17,1,4,NA,NA,NA,247,-13,53,1025,-5,cv,1.78,0,0,2010/2/17:1:00:00
1131,2010,2,17,2,4,NA,NA,NA,227,-12,62,1025,-6,NW,3.13,0,0,2010/2/17:2:00:00
1132,2010,2,17,3,4,NA,NA,NA,176,-12,57,1025,-5,NW,7.15,0,0,2010/2/17:3:00:00
1133,2010,2,17,4,4,NA,NA,NA,113,-12,49,1024,-3,NW,11.17,0,0,2010/2/17:4:00:00
1134,2010,2,17,5,4,NA,NA,NA,46,-8,58,1024,-1,NW,19.22,0,0,2010/2/17:5:00:00
1135,2010,2,17,6,4,NA,NA,NA,18,-15,33,1025,-1,NW,28.16,0,0,2010/2/17:6:00:00
1136,2010,2,17,7,4,NA,NA,NA,13,-15,36,1026,-2,NW,35.31,0,0,2010/2/17:7:00:00
1137,2010,2,17,8,4,NA,NA,NA,22,-19,27,1027,-3,NW,42.46,0,0,2010/2/17:8:00:00
1138,2010,2,17,9,4,NA,NA,NA,15,-22,19,1028,-2,NW,54.53,0,0,2010/2/17:9:00:00
1139,2010,2,17,10,4,NA,NA,NA,18,-22,18,1029,-1,NW,63.47,0,0,2010/2/17:10:00:00
1140,2010,2,17,11,4,NA,NA,NA,18,-23,16,1028,-1,NW,74.65,0,0,2010/2/17:11:00:00
1141,2010,2,17,12,4,NA,NA,NA,12,-25,13,1028,0,NW,86.72,0,0,2010/2/17:12:00:00
1142,2010,2,17,13,4,NA,NA,NA,11,-25,12,1027,1,NW,97.9,0,0,2010/2/17:13:00:00
1143,2010,2,17,14,4,NA,NA,NA,11,-25,12,1027,1,NW,107.73,0,0,2010/2/17:14:00:00
1144,2010,2,17,15,4,NA,NA,NA,12,-26,10,1026,2,NW,118.91,0,0,2010/2/17:15:00:00
1145,2010,2,17,16,4,NA,NA,NA,9,-27,10,1026,1,NW,130.09,0,0,2010/2/17:16:00:00
1146,2010,2,17,17,4,NA,NA,NA,9,-25,12,1026,1,NW,139.03,0,0,2010/2/17:17:00:00
1147,2010,2,17,18,4,NA,NA,NA,27,-22,21,1026,-3,NE,1.79,0,0,2010/2/17:18:00:00
1148,2010,2,17,19,4,NA,NA,NA,31,-22,19,1026,-2,SE,0.89,0,0,2010/2/17:19:00:00
1149,2010,2,17,20,4,NA,NA,NA,39,-19,30,1026,-4,SE,2.68,0,0,2010/2/17:20:00:00
1150,2010,2,17,21,4,NA,NA,NA,49,-18,32,1027,-4,SE,4.47,0,0,2010/2/17:21:00:00
1151,2010,2,17,22,4,NA,NA,NA,48,-20,27,1027,-4,SE,6.26,0,0,2010/2/17:22:00:00
1152,2010,2,17,23,4,NA,NA,NA,50,-18,44,1027,-8,SE,9.39,0,0,2010/2/17:23:00:00
1153,2010,2,18,0,4,NA,NA,NA,38,-19,34,1027,-6,cv,0.45,0,0,2010/2/18:0:00:00
1154,2010,2,18,1,4,NA,NA,NA,36,-19,37,1027,-7,NW,0.89,0,0,2010/2/18:1:00:00
1155,2010,2,18,2,4,NA,NA,NA,41,-17,52,1026,-9,NE,0.89,0,0,2010/2/18:2:00:00
1156,2010,2,18,3,4,NA,NA,NA,80,-18,48,1026,-9,cv,0.89,0,0,2010/2/18:3:00:00
1157,2010,2,18,4,4,NA,NA,NA,70,-16,61,1025,-10,NE,0.89,0,0,2010/2/18:4:00:00
1158,2010,2,18,5,4,NA,NA,NA,74,-18,48,1025,-9,NW,0.89,0,0,2010/2/18:5:00:00
1159,2010,2,18,6,4,NA,NA,NA,77,-18,56,1026,-11,NE,1.79,0,0,2010/2/18:6:00:00
1160,2010,2,18,7,4,NA,NA,NA,87,-18,56,1026,-11,cv,0.89,0,0,2010/2/18:7:00:00
1161,2010,2,18,8,4,NA,NA,NA,107,-17,48,1026,-8,cv,1.78,0,0,2010/2/18:8:00:00
1162,2010,2,18,9,4,NA,NA,NA,54,-18,32,1027,-4,NW,3.13,0,0,2010/2/18:9:00:00
1163,2010,2,18,10,4,NA,NA,NA,36,-17,26,1026,0,cv,0.89,0,0,2010/2/18:10:00:00
1164,2010,2,18,11,4,NA,NA,NA,34,-21,16,1026,2,cv,1.78,0,0,2010/2/18:11:00:00
1165,2010,2,18,12,4,NA,NA,NA,19,-21,15,1024,3,cv,2.67,0,0,2010/2/18:12:00:00
1166,2010,2,18,13,4,NA,NA,NA,26,-21,13,1022,5,NW,5.81,0,0,2010/2/18:13:00:00
1167,2010,2,18,14,4,NA,NA,NA,27,-21,13,1021,5,NW,11.62,0,0,2010/2/18:14:00:00
1168,2010,2,18,15,4,NA,NA,NA,27,-21,12,1021,6,NW,13.41,0,0,2010/2/18:15:00:00
1169,2010,2,18,16,4,NA,NA,NA,29,-21,14,1021,4,SE,5.81,0,0,2010/2/18:16:00:00
1170,2010,2,18,17,4,NA,NA,NA,41,-21,14,1021,4,SE,9.83,0,0,2010/2/18:17:00:00
1171,2010,2,18,18,4,NA,NA,NA,47,-21,15,1021,3,cv,4.02,0,0,2010/2/18:18:00:00
1172,2010,2,18,19,4,NA,NA,NA,115,-20,17,1021,2,SE,4.92,0,0,2010/2/18:19:00:00
1173,2010,2,18,20,4,NA,NA,NA,265,-20,16,1021,3,SE,8.94,0,0,2010/2/18:20:00:00
1174,2010,2,18,21,4,NA,NA,NA,236,-20,17,1021,2,SE,12.96,0,0,2010/2/18:21:00:00
1175,2010,2,18,22,4,NA,NA,NA,296,-17,28,1021,-1,SE,14.75,0,0,2010/2/18:22:00:00
1176,2010,2,18,23,4,NA,NA,NA,159,-16,35,1021,-3,cv,0.89,0,0,2010/2/18:23:00:00
1177,2010,2,19,0,4,NA,NA,NA,119,-15,45,1020,-5,cv,1.78,0,0,2010/2/19:0:00:00
1178,2010,2,19,1,4,NA,NA,NA,115,-15,48,1020,-6,cv,2.67,0,0,2010/2/19:1:00:00
1179,2010,2,19,2,4,NA,NA,NA,168,-14,57,1019,-7,cv,3.56,0,0,2010/2/19:2:00:00
1180,2010,2,19,3,4,NA,NA,NA,177,-15,57,1019,-8,cv,4.45,0,0,2010/2/19:3:00:00
1181,2010,2,19,4,4,NA,NA,NA,191,-15,57,1018,-8,cv,4.9,0,0,2010/2/19:4:00:00
1182,2010,2,19,5,4,NA,NA,NA,185,-15,57,1018,-8,cv,5.79,0,0,2010/2/19:5:00:00
1183,2010,2,19,6,4,NA,NA,NA,157,-15,61,1018,-9,NW,1.79,0,0,2010/2/19:6:00:00
1184,2010,2,19,7,4,NA,NA,NA,114,-15,61,1018,-9,NW,3.58,0,0,2010/2/19:7:00:00
1185,2010,2,19,8,4,NA,NA,NA,117,-13,57,1018,-6,NE,0.89,0,0,2010/2/19:8:00:00
1186,2010,2,19,9,4,NA,NA,NA,112,-14,39,1018,-2,NE,2.68,0,0,2010/2/19:9:00:00
1187,2010,2,19,10,4,NA,NA,NA,107,-15,29,1018,1,NE,4.47,0,0,2010/2/19:10:00:00
1188,2010,2,19,11,4,NA,NA,NA,96,-17,19,1017,4,cv,0.89,0,0,2010/2/19:11:00:00
1189,2010,2,19,12,4,NA,NA,NA,99,-16,17,1017,7,cv,1.78,0,0,2010/2/19:12:00:00
1190,2010,2,19,13,4,NA,NA,NA,82,-16,15,1016,9,SE,4.02,0,0,2010/2/19:13:00:00
1191,2010,2,19,14,4,NA,NA,NA,58,-17,13,1015,10,SE,5.81,0,0,2010/2/19:14:00:00
1192,2010,2,19,15,4,NA,NA,NA,40,-18,11,1014,11,SE,8.94,0,0,2010/2/19:15:00:00
1193,2010,2,19,16,4,NA,NA,NA,45,-18,12,1014,10,cv,3.13,0,0,2010/2/19:16:00:00
1194,2010,2,19,17,4,NA,NA,NA,44,-18,12,1014,9,SE,3.13,0,0,2010/2/19:17:00:00
1195,2010,2,19,18,4,NA,NA,NA,49,-19,13,1014,7,SE,6.26,0,0,2010/2/19:18:00:00
1196,2010,2,19,19,4,NA,NA,NA,65,-18,14,1014,7,SE,10.28,0,0,2010/2/19:19:00:00
1197,2010,2,19,20,4,NA,NA,NA,101,-16,26,1015,1,cv,0.89,0,0,2010/2/19:20:00:00
1198,2010,2,19,21,4,NA,NA,NA,146,-14,36,1015,-1,cv,1.78,0,0,2010/2/19:21:00:00
1199,2010,2,19,22,4,NA,NA,NA,165,-13,42,1015,-2,cv,2.67,0,0,2010/2/19:22:00:00
1200,2010,2,19,23,4,NA,NA,NA,205,-13,45,1015,-3,cv,3.56,0,0,2010/2/19:23:00:00
1201,2010,2,20,0,4,NA,NA,NA,191,-12,53,1015,-4,cv,4.45,0,0,2010/2/20:0:00:00
1202,2010,2,20,1,4,NA,NA,NA,204,-14,36,1015,-1,cv,5.34,0,0,2010/2/20:1:00:00
1203,2010,2,20,2,4,NA,NA,NA,190,-14,42,1015,-3,NW,0.89,0,0,2010/2/20:2:00:00
1204,2010,2,20,3,4,NA,NA,NA,174,-12,57,1014,-5,NW,1.78,0,0,2010/2/20:3:00:00
1205,2010,2,20,4,4,NA,NA,NA,144,-12,62,1014,-6,NW,3.57,0,0,2010/2/20:4:00:00
1206,2010,2,20,5,4,NA,NA,NA,120,-12,62,1014,-6,NW,5.36,0,0,2010/2/20:5:00:00
1207,2010,2,20,6,4,NA,NA,NA,122,-12,67,1014,-7,SE,0.89,0,0,2010/2/20:6:00:00
1208,2010,2,20,7,4,NA,NA,NA,152,-13,67,1014,-8,NW,1.79,0,0,2010/2/20:7:00:00
1209,2010,2,20,8,4,NA,NA,NA,158,-11,67,1014,-6,cv,0.89,0,0,2010/2/20:8:00:00
1210,2010,2,20,9,4,NA,NA,NA,178,-12,39,1015,0,NE,1.79,0,0,2010/2/20:9:00:00
1211,2010,2,20,10,4,NA,NA,NA,184,-12,32,1014,3,SE,1.79,0,0,2010/2/20:10:00:00
1212,2010,2,20,11,4,NA,NA,NA,184,-11,30,1014,5,SE,3.58,0,0,2010/2/20:11:00:00
1213,2010,2,20,12,4,NA,NA,NA,185,-10,28,1013,7,SE,5.37,0,0,2010/2/20:12:00:00
1214,2010,2,20,13,4,NA,NA,NA,175,-9,28,1012,8,SE,8.5,0,0,2010/2/20:13:00:00
1215,2010,2,20,14,4,NA,NA,NA,165,-9,26,1011,9,SE,11.63,0,0,2010/2/20:14:00:00
1216,2010,2,20,15,4,NA,NA,NA,150,-8,29,1010,9,SE,14.76,0,0,2010/2/20:15:00:00
1217,2010,2,20,16,4,NA,NA,NA,163,-8,29,1011,9,cv,0.89,0,0,2010/2/20:16:00:00
1218,2010,2,20,17,4,NA,NA,NA,172,-8,31,1010,8,cv,1.78,0,0,2010/2/20:17:00:00
1219,2010,2,20,18,4,NA,NA,NA,184,-8,33,1010,7,NW,3.13,0,0,2010/2/20:18:00:00
1220,2010,2,20,19,4,NA,NA,NA,178,-8,38,1011,5,NW,4.92,0,0,2010/2/20:19:00:00
1221,2010,2,20,20,4,NA,NA,NA,211,-9,43,1011,2,NE,1.79,0,0,2010/2/20:20:00:00
1222,2010,2,20,21,4,NA,NA,NA,213,-7,63,1011,-1,SE,0.89,0,0,2010/2/20:21:00:00
1223,2010,2,20,22,4,NA,NA,NA,282,-8,63,1012,-2,cv,0.45,0,0,2010/2/20:22:00:00
1224,2010,2,20,23,4,NA,NA,NA,261,-8,63,1011,-2,cv,1.34,0,0,2010/2/20:23:00:00
1225,2010,2,21,0,4,NA,NA,NA,215,-7,68,1011,-2,cv,2.23,0,0,2010/2/21:0:00:00
1226,2010,2,21,1,4,NA,NA,NA,233,-6,68,1011,-1,cv,2.68,0,0,2010/2/21:1:00:00
1227,2010,2,21,2,4,NA,NA,NA,235,-6,74,1011,-2,cv,3.57,0,0,2010/2/21:2:00:00
1228,2010,2,21,3,4,NA,NA,NA,214,-6,74,1011,-2,NW,0.89,0,0,2010/2/21:3:00:00
1229,2010,2,21,4,4,NA,NA,NA,205,-7,68,1011,-2,NW,2.68,0,0,2010/2/21:4:00:00
1230,2010,2,21,5,4,NA,NA,NA,206,-8,68,1011,-3,NW,4.47,0,0,2010/2/21:5:00:00
1231,2010,2,21,6,4,NA,NA,NA,220,-8,79,1011,-5,NW,7.6,0,0,2010/2/21:6:00:00
1232,2010,2,21,7,4,NA,NA,NA,191,-7,73,1012,-3,NW,9.39,0,0,2010/2/21:7:00:00
1233,2010,2,21,8,4,NA,NA,NA,189,-6,68,1013,-1,NW,12.52,0,0,2010/2/21:8:00:00
1234,2010,2,21,9,4,NA,NA,NA,109,-6,51,1014,3,NW,17.44,0,0,2010/2/21:9:00:00
