No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,datetime
14249,2011,8,17,16,2,NA,NA,NA,26,63.23,999,34,SW,3,0,0,2011/8/17:16:00:00
14250,2011,8,17,17,2,NA,NA,NA,23,52.86,999,34,SW,6,0,0,2011/8/17:17:00:00
14251,2011,8,17,18,2,NA,NA,NA,26,63.23,999,34,SW,9,0,0,2011/8/17:18:00:00
14252,2011,8,17,19,2,NA,NA,NA,25,66.66,998,32,SW,11,0,0,2011/8/17:19:00:00
14253,2011,8,17,20,2,NA,NA,NA,26,74.85,999,31,SW,17,0.2,0.2,2011/8/17:20:00:00
14254,2011,8,17,21,2,NA,NA,NA,24,78.97,1001,28,NW,2,3.5,3.7,2011/8/17:21:00:00
14255,2011,8,17,22,2,NA,NA,NA,23,78.82,1001,27,NW,4,0,0,2011/8/17:22:00:00
14256,2011,8,17,23,2,NA,NA,NA,23,78.82,1002,27,NW,8,0,0,2011/8/17:23:00:00
14257,2011,8,18,0,2,NA,NA,NA,23,78.82,1003.1,27,NW,10,0,0,2011/8/18:0:00:00
14258,2011,8,18,1,2,NA,NA,NA,23,78.82,1002,27,NE,1,0,0,2011/8/18:1:00:00
14259,2011,8,18,2,2,NA,NA,NA,23,83.6,1002,26,cv,1,0,0,2011/8/18:2:00:00
14260,2011,8,18,3,2,NA,NA,NA,24,88.78,1002,26,SW,1,0,0,2011/8/18:3:00:00
14261,2011,8,18,4,2,NA,NA,NA,22,74.19,1002,27,SW,4,0,0,2011/8/18:4:00:00
14262,2011,8,18,5,2,NA,NA,NA,21,78.53,1003.1,25,NW,2,0,0,2011/8/18:5:00:00
14263,2011,8,18,6,2,NA,NA,NA,22,83.48,1003.1,25,cv,1,0,0,2011/8/18:6:00:00
14264,2011,8,18,7,2,NA,NA,NA,22,83.48,1003.1,25,cv,2,0,0,2011/8/18:7:00:00
14265,2011,8,18,8,2,NA,NA,NA,23,83.6,1004.1,26,SW,2,0,0,2011/8/18:8:00:00
14266,2011,8,18,9,2,NA,NA,NA,21,62.13,1004.1,29,cv,1,0.1,0.1,2011/8/18:9:00:00
14267,2011,8,18,10,2,NA,NA,NA,21,62.13,1005.1,29,SW,2,0,0,2011/8/18:10:00:00
14268,2011,8,18,11,2,NA,NA,NA,21,55.4,1005.1,31,SW,5,0,0,2011/8/18:11:00:00
14269,2011,8,18,12,2,NA,NA,NA,22,52.6,1004.1,33,cv,2,0,0,2011/8/18:12:00:00
14270,2011,8,18,13,2,NA,NA,NA,22,49.75,1003.1,34,NW,2,0,0,2011/8/18:13:00:00
14271,2011,8,18,14,2,NA,NA,NA,23,50.01,1003.1,35,NW,4,0,0,2011/8/18:14:00:00
14272,2011,8,18,15,2,NA,NA,NA,22,44.55,1002,36,cv,3,0,0,2011/8/18:15:00:00
14273,2011,8,18,16,2,NA,NA,NA,22,47.07,1002,35,NE,3,0,0,2011/8/18:16:00:00
14274,2011,8,18,17,2,NA,NA,NA,20,41.63,1001,35,NE,5,0,0,2011/8/18:17:00:00
14275,2011,8,18,18,2,NA,NA,NA,22,47.07,1001,35,NE,7,1.7,1.7,2011/8/18:18:00:00
14276,2011,8,18,19,2,NA,NA,NA,24,66.45,1002,31,NW,4,1,2.7,2011/8/18:19:00:00
14277,2011,8,18,20,2,NA,NA,NA,24,74.52,1003,29,NW,10,0,0,2011/8/18:20:00:00
14278,2011,8,18,21,2,NA,NA,NA,21,62.13,1003.1,29,NW,12,0,0,2011/8/18:21:00:00
14279,2011,8,18,22,2,NA,NA,NA,22,69.98,1005.1,28,SW,2,0,0,2011/8/18:22:00:00
14280,2011,8,18,23,2,NA,NA,NA,22,66.04,1005.1,29,NW,3,0,0,2011/8/18:23:00:00
14281,2011,8,19,0,2,NA,NA,NA,23,74.35,1005.1,28,NW,5,0,0,2011/8/19:0:00:00
14282,2011,8,19,1,2,NA,NA,NA,22,74.19,1005.1,27,NW,7,0,0,2011/8/19:1:00:00
14283,2011,8,19,2,2,NA,NA,NA,22,74.19,1005.1,27,cv,0,0.4,0.4,2011/8/19:2:00:00
14284,2011,8,19,3,2,NA,NA,NA,20,69.6,1006.1,26,SW,6,1.1,1.5,2011/8/19:3:00:00
14285,2011,8,19,4,2,NA,NA,NA,21,74.02,1006.1,26,cv,2,1.8,3.3,2011/8/19:4:00:00
14286,2011,8,19,5,2,NA,NA,NA,19,73.67,1006.1,24,NW,2,1.2,4.5,2011/8/19:5:00:00
14287,2011,8,19,6,2,NA,NA,NA,20,83.25,1006.1,23,NE,3,0,0,2011/8/19:6:00:00
14288,2011,8,19,7,2,NA,NA,NA,21,83.37,1006.1,24,cv,0,0,0,2011/8/19:7:00:00
14289,2011,8,19,8,2,NA,NA,NA,20,65.62,1007.1,27,SE,2,0,0,2011/8/19:8:00:00
14290,2011,8,19,9,2,NA,NA,NA,20,58.42,1007.1,29,cv,1,0,0,2011/8/19:9:00:00
14291,2011,8,19,10,2,NA,NA,NA,21,58.65,1007.1,30,cv,2,0,0,2011/8/19:10:00:00
14292,2011,8,19,11,2,NA,NA,NA,22,66.04,1007.1,29,NW,2,0,0,2011/8/19:11:00:00
14293,2011,8,19,12,2,NA,NA,NA,23,62.57,1007.1,31,cv,1,0,0,2011/8/19:12:00:00
14294,2011,8,19,13,2,NA,NA,NA,22,55.65,1006.1,32,NW,2,0,0,2011/8/19:13:00:00
14295,2011,8,19,14,2,NA,NA,NA,21,49.49,1006.1,33,NW,4,0,0,2011/8/19:14:00:00
14296,2011,8,19,15,2,NA,NA,NA,21,46.8,1005.1,34,cv,2,0,0,2011/8/19:15:00:00
14297,2011,8,19,16,2,NA,NA,NA,22,49.75,1005.1,34,NW,2,0,0,2011/8/19:16:00:00
14298,2011,8,19,17,2,NA,NA,NA,23,52.86,1005.1,34,SW,3,0,0,2011/8/19:17:00:00
14299,2011,8,19,18,2,NA,NA,NA,23,55.89,1004.1,33,NW,2,0,0,2011/8/19:18:00:00
14300,2011,8,19,19,2,NA,NA,NA,24,62.79,1005.1,32,NW,4,0,0,2011/8/19:19:00:00
14301,2011,8,19,20,2,NA,NA,NA,24,66.45,1005.1,31,NW,6,0,0,2011/8/19:20:00:00
14302,2011,8,19,21,2,NA,NA,NA,24,70.36,1006.1,30,NW,8,0,0,2011/8/19:21:00:00
14303,2011,8,19,22,2,NA,NA,NA,24,70.36,1007.1,30,NW,10,0,0,2011/8/19:22:00:00
14304,2011,8,19,23,2,NA,NA,NA,23,74.35,1007.1,28,NW,12,0,0,2011/8/19:23:00:00
14305,2011,8,20,0,2,NA,NA,NA,23,74.35,1006.1,28,NW,14,0,0,2011/8/20:0:00:00
14306,2011,8,20,1,2,NA,NA,NA,23,74.35,1006.1,28,NW,15,0,0,2011/8/20:1:00:00
14307,2011,8,20,2,2,NA,NA,NA,22,74.19,1006.1,27,NW,18,0,0,2011/8/20:2:00:00
14308,2011,8,20,3,2,NA,NA,NA,23,78.82,1006.1,27,cv,1,0,0,2011/8/20:3:00:00
14309,2011,8,20,4,2,NA,NA,NA,23,78.82,1006.1,27,cv,2,0,0,2011/8/20:4:00:00
14310,2011,8,20,5,2,NA,NA,NA,23,78.82,1007.1,27,cv,3,0,0,2011/8/20:5:00:00
14311,2011,8,20,6,2,NA,NA,NA,22,74.19,1007.1,27,SW,2,0,0,2011/8/20:6:00:00
14312,2011,8,20,7,2,NA,NA,NA,21,74.02,1007.1,26,NW,2,0,0,2011/8/20:7:00:00
14313,2011,8,20,8,2,NA,NA,NA,23,83.6,1007.1,26,NW,3,0,0,2011/8/20:8:00:00
14314,2011,8,20,9,2,NA,NA,NA,23,78.82,1008.1,27,SW,2,0,0,2011/8/20:9:00:00
14315,2011,8,20,10,2,NA,NA,NA,24,78.97,1008.1,28,NW,2,0,0,2011/8/20:10:00:00
14316,2011,8,20,11,2,NA,NA,NA,24,74.52,1008.1,29,cv,1,0,0,2011/8/20:11:00:00
14317,2011,8,20,12,2,NA,NA,NA,24,66.45,1007.1,31,cv,2,0,0,2011/8/20:12:00:00
14318,2011,8,20,13,2,NA,NA,NA,24,62.79,1007.1,32,SE,3,0,0,2011/8/20:13:00:00
14319,2011,8,20,14,2,NA,NA,NA,22,55.65,1006.1,32,NE,2,0,0,2011/8/20:14:00:00
14320,2011,8,20,15,2,NA,NA,NA,23,55.89,1005.1,33,NE,5,0,0,2011/8/20:15:00:00
14321,2011,8,20,16,2,NA,NA,NA,22,49.75,1004.1,34,NE,8,0,0,2011/8/20:16:00:00
14322,2011,8,20,17,2,NA,NA,NA,22,52.6,1004.1,33,cv,1,0,0,2011/8/20:17:00:00
14323,2011,8,20,18,2,NA,NA,NA,23,59.13,1004.1,32,cv,2,0,0,2011/8/20:18:00:00
14324,2011,8,20,19,2,NA,NA,NA,24,66.45,1004.1,31,NW,2,0,0,2011/8/20:19:00:00
14325,2011,8,20,20,2,NA,NA,NA,24,70.36,1005.1,30,NW,7,0,0,2011/8/20:20:00:00
14326,2011,8,20,21,2,NA,NA,NA,23,66.25,1006.1,30,NE,6,0,0,2011/8/20:21:00:00
14327,2011,8,20,22,2,NA,NA,NA,23,66.25,1006.1,30,NE,10,0,0,2011/8/20:22:00:00
14328,2011,8,20,23,2,NA,NA,NA,22,66.04,1006.1,29,NW,2,0,0,2011/8/20:23:00:00
14329,2011,8,21,0,2,NA,NA,NA,22,69.98,1006.1,28,NW,4,0,0,2011/8/21:0:00:00
14330,2011,8,21,1,2,NA,NA,NA,22,66.04,1006.1,29,cv,1,0,0,2011/8/21:1:00:00
14331,2011,8,21,2,2,NA,NA,NA,22,69.98,1005.1,28,NW,2,0,0,2011/8/21:2:00:00
14332,2011,8,21,3,2,NA,NA,NA,21,69.79,1006.1,27,NW,4,0,0,2011/8/21:3:00:00
14333,2011,8,21,4,2,NA,NA,NA,22,78.68,1006.1,26,SW,3,0,0,2011/8/21:4:00:00
14334,2011,8,21,5,2,NA,NA,NA,23,88.7,1006.1,25,NW,3,0.8,0.8,2011/8/21:5:00:00
14335,2011,8,21,6,2,NA,NA,NA,21,78.53,1005.1,25,NW,6,0.1,0.9,2011/8/21:6:00:00
14336,2011,8,21,7,2,NA,NA,NA,21,78.53,1006.1,25,NW,8,0,0,2011/8/21:7:00:00
14337,2011,8,21,8,2,NA,NA,NA,21,69.79,1007.1,27,NE,4,0,0,2011/8/21:8:00:00
14338,2011,8,21,9,2,NA,NA,NA,23,78.82,1008.1,27,NW,4,0,0,2011/8/21:9:00:00
14339,2011,8,21,10,2,NA,NA,NA,22,78.68,1009.1,26,NE,7,0,0,2011/8/21:10:00:00
14340,2011,8,21,11,2,NA,NA,NA,22,83.48,1009.1,25,NE,11,0,0,2011/8/21:11:00:00
14341,2011,8,21,12,2,NA,NA,NA,22,83.48,1010.2,25,NE,18,0,0,2011/8/21:12:00:00
14342,2011,8,21,13,2,NA,NA,NA,21,78.53,1009.1,25,NE,26,0,0,2011/8/21:13:00:00
14343,2011,8,21,14,2,NA,NA,NA,21,78.53,1009.1,25,NW,6,0,0,2011/8/21:14:00:00
14344,2011,8,21,15,2,NA,NA,NA,20,78.39,1009.1,24,NE,6,0,0,2011/8/21:15:00:00
14345,2011,8,21,16,2,NA,NA,NA,21,83.37,1009.1,24,NE,9,0,0,2011/8/21:16:00:00
14346,2011,8,21,17,2,NA,NA,NA,22,94.12,1008.1,23,NE,10,0,0,2011/8/21:17:00:00
14347,2011,8,21,18,2,NA,NA,NA,22,94.12,1008.1,23,NE,12,0,0,2011/8/21:18:00:00
14348,2011,8,21,19,2,NA,NA,NA,22,88.62,1008.1,24,SW,2,0,0,2011/8/21:19:00:00
14349,2011,8,21,20,2,NA,NA,NA,22,88.62,1009.1,24,cv,2,0,0,2011/8/21:20:00:00
14350,2011,8,21,21,2,NA,NA,NA,22,88.62,1009.1,24,cv,4,0,0,2011/8/21:21:00:00
14351,2011,8,21,22,2,NA,NA,NA,22,94.12,1010.2,23,SW,3,0,0,2011/8/21:22:00:00
14352,2011,8,21,23,2,NA,NA,NA,21,88.54,1010.2,23,SW,5,0,0,2011/8/21:23:00:00
14353,2011,8,22,0,2,NA,NA,NA,21,88.54,1010.2,23,SE,2,0,0,2011/8/22:0:00:00
14354,2011,8,22,1,2,NA,NA,NA,21,88.54,1009.1,23,cv,1,0,0,2011/8/22:1:00:00
14355,2011,8,22,2,2,NA,NA,NA,21,88.54,1009.1,23,cv,3,0,0,2011/8/22:2:00:00
14356,2011,8,22,3,2,NA,NA,NA,21,88.54,1008.1,23,cv,4,0,0,2011/8/22:3:00:00
14357,2011,8,22,4,2,NA,NA,NA,21,88.54,1008.1,23,SE,1,0,0,2011/8/22:4:00:00
14358,2011,8,22,5,2,NA,NA,NA,21,88.54,1007.1,23,cv,1,0,0,2011/8/22:5:00:00
14359,2011,8,22,6,2,NA,NA,NA,21,88.54,1008.1,23,cv,1,0,0,2011/8/22:6:00:00
14360,2011,8,22,7,2,NA,NA,NA,21,88.54,1008.1,23,SW,1,0,0,2011/8/22:7:00:00
14361,2011,8,22,8,2,NA,NA,NA,22,94.12,1008.1,23,cv,0,0,0,2011/8/22:8:00:00
14362,2011,8,22,9,2,NA,NA,NA,23,100,1008.1,23,SE,1,0,0,2011/8/22:9:00:00
14363,2011,8,22,10,2,NA,NA,NA,23,88.7,1009.1,25,SW,1,0,0,2011/8/22:10:00:00
14364,2011,8,22,11,2,NA,NA,NA,23,88.7,1009.1,25,SW,2,0,0,2011/8/22:11:00:00
14365,2011,8,22,12,2,NA,NA,NA,22,78.68,1009.1,26,NW,2,0,0,2011/8/22:12:00:00
14366,2011,8,22,13,2,NA,NA,NA,22,74.19,1008.1,27,NW,3,0,0,2011/8/22:13:00:00
14367,2011,8,22,14,2,NA,NA,NA,21,69.79,1008.1,27,cv,1,0,0,2011/8/22:14:00:00
14368,2011,8,22,15,2,NA,NA,NA,22,78.68,1009.1,26,NW,3,0,0,2011/8/22:15:00:00
14369,2011,8,22,16,2,NA,NA,NA,22,74.19,1008.1,27,NE,4,0.5,0.5,2011/8/22:16:00:00
14370,2011,8,22,17,2,NA,NA,NA,22,83.48,1009.1,25,NE,10,0.7,1.2,2011/8/22:17:00:00
14371,2011,8,22,18,2,NA,NA,NA,22,100,1010.2,22,NE,14,0.1,1.3,2011/8/22:18:00:00
14372,2011,8,22,19,2,NA,NA,NA,20,88.45,1010.2,22,NE,17,0,0,2011/8/22:19:00:00
14373,2011,8,22,20,2,NA,NA,NA,19,88.37,1011.9,21,NE,19,0,0,2011/8/22:20:00:00
14374,2011,8,22,21,2,NA,NA,NA,20,88.45,1011.9,22,SW,3,0,0,2011/8/22:21:00:00
14375,2011,8,22,22,2,NA,NA,NA,20,94.03,1012.9,21,SW,7,0,0,2011/8/22:22:00:00
14376,2011,8,22,23,2,NA,NA,NA,20,94.03,1012.9,21,SW,10,0,0,2011/8/22:23:00:00
14377,2011,8,23,0,2,NA,NA,NA,19,88.37,1012.9,21,SW,13,0,0,2011/8/23:0:00:00
14378,2011,8,23,1,2,NA,NA,NA,19,88.37,1011.9,21,SW,15,0,0,2011/8/23:1:00:00
14379,2011,8,23,2,2,NA,NA,NA,19,93.98,1011.9,20,SW,17,0,0,2011/8/23:2:00:00
14380,2011,8,23,3,2,NA,NA,NA,18,88.28,1010.8,20,SE,2,0,0,2011/8/23:3:00:00
14381,2011,8,23,4,2,NA,NA,NA,18,88.28,1010.8,20,cv,1,0,0,2011/8/23:4:00:00
14382,2011,8,23,5,2,NA,NA,NA,18,93.94,1010.8,19,cv,2,0,0,2011/8/23:5:00:00
14383,2011,8,23,6,2,NA,NA,NA,18,93.94,1010.8,19,cv,3,0,0,2011/8/23:6:00:00
14384,2011,8,23,7,2,NA,NA,NA,18,93.94,1010.8,19,cv,4,0,0,2011/8/23:7:00:00
14385,2011,8,23,8,2,NA,NA,NA,19,88.37,1011.9,21,SW,2,0,0,2011/8/23:8:00:00
14386,2011,8,23,9,2,NA,NA,NA,19,78.24,1011.9,23,cv,1,0,0,2011/8/23:9:00:00
14387,2011,8,23,10,2,NA,NA,NA,19,65.41,1011.9,26,cv,2,0,0,2011/8/23:10:00:00
14388,2011,8,23,11,2,NA,NA,NA,18,54.65,1011.9,28,cv,4,0,0,2011/8/23:11:00:00
14389,2011,8,23,12,2,NA,NA,NA,18,51.57,1010.8,29,cv,6,0,0,2011/8/23:12:00:00
14390,2011,8,23,13,2,NA,NA,NA,17,43.18,1010.2,31,SE,2,0,0,2011/8/23:13:00:00
14391,2011,8,23,14,2,NA,NA,NA,17,45.72,1010.2,30,SE,4,0,0,2011/8/23:14:00:00
14392,2011,8,23,15,2,NA,NA,NA,17,43.18,1009.1,31,SE,6,0,0,2011/8/23:15:00:00
14393,2011,8,23,16,2,NA,NA,NA,16,38.29,1008.1,32,SW,3,0,0,2011/8/23:16:00:00
14394,2011,8,23,17,2,NA,NA,NA,13,29.82,1008.1,33,SW,5,0,0,2011/8/23:17:00:00
14395,2011,8,23,18,2,NA,NA,NA,17,40.8,1008.1,32,SW,6,0,0,2011/8/23:18:00:00
14396,2011,8,23,19,2,NA,NA,NA,17,48.42,1008.1,29,SW,8,0,0,2011/8/23:19:00:00
14397,2011,8,23,20,2,NA,NA,NA,18,51.57,1009.1,29,SW,11,0,0,2011/8/23:20:00:00
14398,2011,8,23,21,2,NA,NA,NA,19,58.17,1010.8,28,cv,1,0,0,2011/8/23:21:00:00
14399,2011,8,23,22,2,NA,NA,NA,19,65.41,1010.8,26,cv,2,0,0,2011/8/23:22:00:00
14400,2011,8,23,23,2,NA,NA,NA,20,69.6,1010.8,26,cv,3,0,0,2011/8/23:23:00:00
14401,2011,8,24,0,2,NA,NA,NA,20,73.84,1011.9,25,SW,1,0,0,2011/8/24:0:00:00
14402,2011,8,24,1,2,NA,NA,NA,20,73.84,1010.8,25,NW,2,0,0,2011/8/24:1:00:00
14403,2011,8,24,2,2,NA,NA,NA,20,78.39,1010.8,24,cv,0,0,0,2011/8/24:2:00:00
14404,2011,8,24,3,2,NA,NA,NA,20,83.25,1010.2,23,cv,0,0,0,2011/8/24:3:00:00
14405,2011,8,24,4,2,NA,NA,NA,20,88.45,1010.2,22,SW,1,0,0,2011/8/24:4:00:00
14406,2011,8,24,5,2,NA,NA,NA,20,88.45,1010.2,22,NW,1,0,0,2011/8/24:5:00:00
14407,2011,8,24,6,2,NA,NA,NA,20,88.45,1010.8,22,NW,2,0,0,2011/8/24:6:00:00
14408,2011,8,24,7,2,NA,NA,NA,22,100,1010.8,22,SW,1,0,0,2011/8/24:7:00:00
14409,2011,8,24,8,2,NA,NA,NA,22,88.62,1011.9,24,NW,2,0,0,2011/8/24:8:00:00
14410,2011,8,24,9,2,NA,NA,NA,20,69.6,1012.9,26,cv,1,0,0,2011/8/24:9:00:00
14411,2011,8,24,10,2,NA,NA,NA,19,54.9,1012.9,29,cv,2,0,0,2011/8/24:10:00:00
14412,2011,8,24,11,2,NA,NA,NA,17,45.72,1012.9,30,cv,4,0,0,2011/8/24:11:00:00
14413,2011,8,24,12,2,NA,NA,NA,19,51.83,1012.9,30,SW,2,0,0,2011/8/24:12:00:00
14414,2011,8,24,13,2,NA,NA,NA,16,40.52,1011.9,31,SW,4,0,0,2011/8/24:13:00:00
14415,2011,8,24,14,2,NA,NA,NA,18,43.46,1010.8,32,cv,2,0,0,2011/8/24:14:00:00
14416,2011,8,24,15,2,NA,NA,NA,17,40.8,1010.2,32,SW,2,0,0,2011/8/24:15:00:00
14417,2011,8,24,16,2,NA,NA,NA,17,38.57,1010.2,33,cv,2,0,0,2011/8/24:16:00:00
14418,2011,8,24,17,2,NA,NA,NA,16,40.52,1009.1,31,SW,2,0,0,2011/8/24:17:00:00
14419,2011,8,24,18,2,NA,NA,NA,16,40.52,1009.1,31,SW,4,0,0,2011/8/24:18:00:00
14420,2011,8,24,19,2,NA,NA,NA,17,51.31,1010.8,28,NE,6,0,0,2011/8/24:19:00:00
14421,2011,8,24,20,2,NA,NA,NA,17,61.21,1011.9,25,NE,11,0,0,2011/8/24:20:00:00
14422,2011,8,24,21,2,NA,NA,NA,19,73.67,1011.9,24,NE,12,0,0,2011/8/24:21:00:00
14423,2011,8,24,22,2,NA,NA,NA,19,73.67,1011.9,24,NW,2,0,0,2011/8/24:22:00:00
14424,2011,8,24,23,2,NA,NA,NA,20,78.39,1011.9,24,SW,2,0,0,2011/8/24:23:00:00
14425,2011,8,25,0,2,NA,NA,NA,20,78.39,1010.8,24,NW,1,0,0,2011/8/25:0:00:00
14426,2011,8,25,1,2,NA,NA,NA,20,83.25,1011.9,23,SE,2,0,0,2011/8/25:1:00:00
14427,2011,8,25,2,2,NA,NA,NA,21,94.07,1010.8,22,SE,3,0,0,2011/8/25:2:00:00
14428,2011,8,25,3,2,NA,NA,NA,21,94.07,1010.8,22,cv,1,0,0,2011/8/25:3:00:00
14429,2011,8,25,4,2,NA,NA,NA,20,88.45,1010.8,22,NW,2,0,0,2011/8/25:4:00:00
14430,2011,8,25,5,2,NA,NA,NA,21,94.07,1010.2,22,SW,1,0,0,2011/8/25:5:00:00
14431,2011,8,25,6,2,NA,NA,NA,19,88.37,1010.8,21,cv,1,0,0,2011/8/25:6:00:00
14432,2011,8,25,7,2,NA,NA,NA,19,88.37,1011.9,21,cv,2,0,0,2011/8/25:7:00:00
14433,2011,8,25,8,2,NA,NA,NA,21,88.54,1011.9,23,cv,3,0,0,2011/8/25:8:00:00
14434,2011,8,25,9,2,NA,NA,NA,19,69.4,1012.9,25,NW,2,0,0,2011/8/25:9:00:00
14435,2011,8,25,10,2,NA,NA,NA,18,61.44,1012.9,26,NW,4,0,0,2011/8/25:10:00:00
14436,2011,8,25,11,2,NA,NA,NA,18,54.65,1012.9,28,NW,6,0,0,2011/8/25:11:00:00
14437,2011,8,25,12,2,NA,NA,NA,18,51.57,1011.9,29,NW,8,0,0,2011/8/25:12:00:00
14438,2011,8,25,13,2,NA,NA,NA,17,45.72,1010.8,30,cv,1,0,0,2011/8/25:13:00:00
14439,2011,8,25,14,2,NA,NA,NA,18,45.99,1010.2,31,cv,2,0,0,2011/8/25:14:00:00
14440,2011,8,25,15,2,NA,NA,NA,18,43.46,1009.1,32,NE,2,0,0,2011/8/25:15:00:00
14441,2011,8,25,16,2,NA,NA,NA,17,38.57,1008.1,33,cv,1,0,0,2011/8/25:16:00:00
14442,2011,8,25,17,2,NA,NA,NA,18,45.99,1008.1,31,SW,2,0,0,2011/8/25:17:00:00
14443,2011,8,25,18,2,NA,NA,NA,18,43.46,1008.1,32,cv,1,1,1,2011/8/25:18:00:00
14444,2011,8,25,19,2,NA,NA,NA,21,58.65,1008.1,30,NW,2,1,2,2011/8/25:19:00:00
14445,2011,8,25,20,2,NA,NA,NA,23,83.6,1009.1,26,NW,5,0,0,2011/8/25:20:00:00
14446,2011,8,25,21,2,NA,NA,NA,22,74.19,1010.2,27,NW,7,0,0,2011/8/25:21:00:00
14447,2011,8,25,22,2,NA,NA,NA,22,78.68,1010.8,26,NE,1,0,0,2011/8/25:22:00:00
14448,2011,8,25,23,2,NA,NA,NA,21,78.53,1010.8,25,cv,1,0,0,2011/8/25:23:00:00
14449,2011,8,26,0,2,NA,NA,NA,20,73.84,1011.9,25,NW,2,0,0,2011/8/26:0:00:00
14450,2011,8,26,1,2,NA,NA,NA,20,78.39,1011.9,24,cv,1,0,0,2011/8/26:1:00:00
14451,2011,8,26,2,2,NA,NA,NA,20,78.39,1010.8,24,cv,2,0,0,2011/8/26:2:00:00
14452,2011,8,26,3,2,NA,NA,NA,20,73.84,1010.8,25,NW,2,4.1,4.1,2011/8/26:3:00:00
14453,2011,8,26,4,2,NA,NA,NA,20,78.39,1010.8,24,SW,3,14.4,18.5,2011/8/26:4:00:00
14454,2011,8,26,5,2,NA,NA,NA,20,100,1012.9,20,SW,12,13,31.5,2011/8/26:5:00:00
14455,2011,8,26,6,2,NA,NA,NA,19,93.98,1012.9,20,SW,18,0.9,32.4,2011/8/26:6:00:00
14456,2011,8,26,7,2,NA,NA,NA,20,100,1013.9,20,NW,3,1.6,34,2011/8/26:7:00:00
14457,2011,8,26,8,2,NA,NA,NA,20,100,1013.9,20,NE,2,1.1,35.1,2011/8/26:8:00:00
14458,2011,8,26,9,2,NA,NA,NA,20,94.03,1013.9,21,NW,5,0.1,35.2,2011/8/26:9:00:00
14459,2011,8,26,10,2,NA,NA,NA,21,94.07,1013.9,22,SW,3,0,0,2011/8/26:10:00:00
14460,2011,8,26,11,2,NA,NA,NA,20,78.39,1013.9,24,cv,1,0,0,2011/8/26:11:00:00
14461,2011,8,26,12,2,NA,NA,NA,20,69.6,1012.9,26,SE,2,0,0,2011/8/26:12:00:00
14462,2011,8,26,13,2,NA,NA,NA,20,61.9,1012.9,28,SW,3,0,0,2011/8/26:13:00:00
14463,2011,8,26,14,2,NA,NA,NA,18,48.69,1011.9,30,SE,4,0,0,2011/8/26:14:00:00
14464,2011,8,26,15,2,NA,NA,NA,15,38.01,1010.2,31,SE,6,0,0,2011/8/26:15:00:00
14465,2011,8,26,16,2,NA,NA,NA,16,40.52,1010.2,31,cv,1,0,0,2011/8/26:16:00:00
14466,2011,8,26,17,2,NA,NA,NA,16,38.29,1010.2,32,SE,2,0,0,2011/8/26:17:00:00
14467,2011,8,26,18,2,NA,NA,NA,18,48.69,1010.2,30,SW,4,0,0,2011/8/26:18:00:00
14468,2011,8,26,19,2,NA,NA,NA,18,54.65,1010.2,28,SW,6,0,0,2011/8/26:19:00:00
14469,2011,8,26,20,2,NA,NA,NA,19,61.67,1010.8,27,SW,8,0,0,2011/8/26:20:00:00
14470,2011,8,26,21,2,NA,NA,NA,20,73.84,1010.8,25,SW,10,0,0,2011/8/26:21:00:00
14471,2011,8,26,22,2,NA,NA,NA,19,73.67,1011.9,24,SW,12,0,0,2011/8/26:22:00:00
14472,2011,8,26,23,2,NA,NA,NA,19,73.67,1011.9,24,SW,13,0,0,2011/8/26:23:00:00
14473,2011,8,27,0,2,NA,NA,NA,19,73.67,1011.9,24,cv,1,0,0,2011/8/27:0:00:00
14474,2011,8,27,1,2,NA,NA,NA,20,78.39,1010.8,24,cv,2,0,0,2011/8/27:1:00:00
14475,2011,8,27,2,2,NA,NA,NA,20,83.25,1010.8,23,SW,2,0,0,2011/8/27:2:00:00
14476,2011,8,27,3,2,NA,NA,NA,20,88.45,1010.2,22,cv,0,0,0,2011/8/27:3:00:00
14477,2011,8,27,4,2,NA,NA,NA,20,94.03,1010.2,21,cv,0,0,0,2011/8/27:4:00:00
14478,2011,8,27,5,2,NA,NA,NA,20,94.03,1010.2,21,cv,0,0,0,2011/8/27:5:00:00
14479,2011,8,27,6,2,NA,NA,NA,20,94.03,1010.2,21,SW,1,0,0,2011/8/27:6:00:00
14480,2011,8,27,7,2,NA,NA,NA,19,88.37,1010.8,21,SW,2,0,0,2011/8/27:7:00:00
14481,2011,8,27,8,2,NA,NA,NA,22,100,1010.8,22,SW,3,0,0,2011/8/27:8:00:00
14482,2011,8,27,9,2,NA,NA,NA,22,88.62,1010.8,24,SW,5,0,0,2011/8/27:9:00:00
14483,2011,8,27,10,2,NA,NA,NA,21,65.83,1011.9,28,SW,6,0,0,2011/8/27:10:00:00
14484,2011,8,27,11,2,NA,NA,NA,20,58.42,1010.8,29,SW,7,0,0,2011/8/27:11:00:00
14485,2011,8,27,12,2,NA,NA,NA,19,51.83,1010.8,30,SE,2,0,0,2011/8/27:12:00:00
14486,2011,8,27,13,2,NA,NA,NA,20,52.09,1010.2,31,SE,5,0,0,2011/8/27:13:00:00
14487,2011,8,27,14,2,NA,NA,NA,21,55.4,1009.1,31,SE,8,0,0,2011/8/27:14:00:00
