exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
NYSE,ZLC,1998-07-16,33.56,33.56,33.19,33.44,165000,16.72
NYSE,ZLC,1998-07-15,33.88,33.94,33.13,33.62,561200,16.81
NYSE,ZLC,1998-07-14,32.87,34.12,32.87,33.62,727600,16.81
NYSE,ZLC,1998-07-13,32.81,33.38,32.44,32.94,237400,16.47
NYSE,ZLC,1998-07-10,33.38,33.50,32.81,32.81,152600,16.41
NYSE,ZLC,1998-07-09,33.56,33.62,32.62,33.38,146800,16.69
NYSE,ZLC,1998-07-08,33.50,33.88,33.00,33.69,110200,16.84
NYSE,ZLC,1998-07-07,33.38,33.75,33.31,33.62,81400,16.81
NYSE,ZLC,1998-07-06,32.75,33.62,32.75,33.44,218000,16.72
NYSE,ZLC,1998-07-02,33.00,33.88,32.94,32.94,492000,16.47
NYSE,ZLC,1998-07-01,31.88,33.06,31.88,32.75,206400,16.38
NYSE,ZLC,1998-06-30,32.12,32.38,31.75,31.81,392800,15.91
NYSE,ZLC,1998-06-29,31.75,32.00,31.69,31.94,244800,15.97
NYSE,ZLC,1998-06-26,31.75,31.88,31.56,31.75,119800,15.88
NYSE,ZLC,1998-06-25,31.12,32.00,31.00,31.69,185800,15.84
NYSE,ZLC,1998-06-24,30.94,31.06,30.69,30.88,352600,15.44
NYSE,ZLC,1998-06-23,31.12,31.38,30.94,31.00,276600,15.50
NYSE,ZLC,1998-06-22,30.38,32.00,30.25,31.12,300000,15.56
NYSE,ZLC,1998-06-19,30.69,30.94,30.44,30.50,141400,15.25
NYSE,ZLC,1998-06-18,30.62,30.62,30.44,30.62,150200,15.31
NYSE,ZLC,1998-06-17,30.06,30.75,30.06,30.75,123800,15.38
NYSE,ZLC,1998-06-16,30.25,30.34,29.94,30.12,160000,15.06
NYSE,ZLC,1998-06-15,30.38,30.38,30.06,30.06,77600,15.03
NYSE,ZLC,1998-06-12,30.88,30.94,30.50,30.56,149400,15.28
NYSE,ZLC,1998-06-11,30.94,31.00,30.56,31.00,121600,15.50
NYSE,ZLC,1998-06-10,30.75,31.50,30.56,31.12,390800,15.56
NYSE,ZLC,1998-06-09,30.19,30.81,30.12,30.75,226200,15.38
NYSE,ZLC,1998-06-08,30.12,30.56,30.00,30.19,473000,15.09
NYSE,ZLC,1998-06-05,30.25,30.25,30.00,30.00,352200,15.00
NYSE,ZLC,1998-06-04,30.56,30.69,30.25,30.25,96600,15.12
NYSE,ZLC,1998-06-03,31.00,31.00,30.50,30.50,394600,15.25
NYSE,ZLC,1998-06-02,31.12,31.25,30.88,31.00,377600,15.50
NYSE,ZLC,1998-06-01,31.00,31.50,30.94,31.12,232000,15.56
NYSE,ZLC,1998-05-29,31.38,31.75,30.81,30.94,465600,15.47
NYSE,ZLC,1998-05-28,31.00,31.19,30.75,31.12,245800,15.56
NYSE,ZLC,1998-05-27,30.88,31.12,30.69,31.12,391800,15.56
NYSE,ZLC,1998-05-26,31.62,31.69,31.00,31.31,321600,15.66
NYSE,ZLC,1998-05-22,31.12,31.75,31.00,31.38,380200,15.69
NYSE,ZLC,1998-05-21,30.75,31.25,30.69,31.00,655400,15.50
NYSE,ZLC,1998-05-20,30.88,31.12,30.00,30.75,117800,15.38
NYSE,ZLC,1998-05-19,30.88,31.38,30.81,30.94,90000,15.47
NYSE,ZLC,1998-05-18,31.06,31.12,30.88,30.88,268800,15.44
NYSE,ZLC,1998-05-15,31.38,31.38,30.94,31.00,250800,15.50
NYSE,ZLC,1998-05-14,31.88,32.50,31.19,31.25,1605800,15.62
NYSE,ZLC,1998-05-13,29.75,30.56,29.75,30.25,297000,15.12
NYSE,ZLC,1998-05-12,29.75,29.75,29.56,29.69,89600,14.84
NYSE,ZLC,1998-05-11,30.12,30.12,29.62,29.88,142800,14.94
NYSE,ZLC,1998-05-08,29.50,30.38,29.44,30.12,162000,15.06
NYSE,ZLC,1998-05-07,29.50,29.75,29.38,29.56,102200,14.78
NYSE,ZLC,1998-05-06,29.69,29.75,29.50,29.50,64600,14.75
NYSE,ZLC,1998-05-05,30.00,30.00,29.56,29.75,366800,14.88
NYSE,ZLC,1998-05-04,30.00,30.31,29.88,30.25,105400,15.12
NYSE,ZLC,1998-05-01,30.12,30.19,30.00,30.06,115400,15.03
NYSE,ZLC,1998-04-30,29.69,30.75,29.69,30.12,392400,15.06
NYSE,ZLC,1998-04-29,28.94,29.69,28.88,29.62,199800,14.81
NYSE,ZLC,1998-04-28,28.25,29.00,28.25,29.00,265200,14.50
NYSE,ZLC,1998-04-27,28.25,28.44,27.88,28.12,234800,14.06
NYSE,ZLC,1998-04-24,28.88,29.38,28.50,28.50,103000,14.25
NYSE,ZLC,1998-04-23,30.19,30.19,28.81,28.94,218200,14.47
NYSE,ZLC,1998-04-22,30.25,30.25,29.88,30.06,211200,15.03
NYSE,ZLC,1998-04-21,30.19,30.44,30.06,30.25,172600,15.12
NYSE,ZLC,1998-04-20,29.56,30.31,29.56,30.06,235600,15.03
NYSE,ZLC,1998-04-17,29.44,29.56,29.31,29.31,366000,14.66
NYSE,ZLC,1998-04-16,30.12,30.12,29.19,29.19,202000,14.59
NYSE,ZLC,1998-04-15,29.88,30.25,29.81,30.12,123000,15.06
NYSE,ZLC,1998-04-14,29.88,30.12,29.75,29.88,250000,14.94
NYSE,ZLC,1998-04-13,29.25,29.75,29.25,29.62,264200,14.81
NYSE,ZLC,1998-04-09,28.62,29.19,28.62,29.00,728800,14.50
NYSE,ZLC,1998-04-08,29.06,29.25,28.44,28.62,478600,14.31
NYSE,ZLC,1998-04-07,28.88,29.50,28.75,29.12,165400,14.56
NYSE,ZLC,1998-04-06,29.12,29.38,29.00,29.00,70200,14.50
NYSE,ZLC,1998-04-03,29.44,29.69,28.75,29.00,200000,14.50
NYSE,ZLC,1998-04-02,29.06,29.50,28.88,29.50,79600,14.75
NYSE,ZLC,1998-04-01,29.00,29.44,29.00,29.00,67000,14.50
NYSE,ZLC,1998-03-31,28.62,29.00,28.12,28.88,297600,14.44
NYSE,ZLC,1998-03-30,29.25,29.25,28.50,28.50,136400,14.25
NYSE,ZLC,1998-03-27,29.81,29.88,29.25,29.31,49600,14.66
NYSE,ZLC,1998-03-26,30.12,30.12,29.62,29.81,127600,14.91
NYSE,ZLC,1998-03-25,31.00,31.12,30.12,30.12,561600,15.06
NYSE,ZLC,1998-03-24,30.81,31.06,30.81,30.88,463200,15.44
NYSE,ZLC,1998-03-23,30.00,31.12,30.00,30.75,522400,15.38
NYSE,ZLC,1998-03-20,29.69,30.00,29.69,30.00,244800,15.00
NYSE,ZLC,1998-03-19,29.56,29.81,29.56,29.69,265200,14.84
NYSE,ZLC,1998-03-18,29.50,29.81,29.25,29.69,375800,14.84
NYSE,ZLC,1998-03-17,29.50,29.75,29.44,29.50,186600,14.75
NYSE,ZLC,1998-03-16,29.06,29.69,29.06,29.62,328000,14.81
NYSE,ZLC,1998-03-13,29.50,29.50,29.00,29.25,221400,14.62
NYSE,ZLC,1998-03-12,28.56,30.00,28.44,29.50,290000,14.75
NYSE,ZLC,1998-03-11,27.81,29.00,27.81,28.56,267200,14.28
NYSE,ZLC,1998-03-10,28.00,28.12,27.62,27.69,114000,13.84
NYSE,ZLC,1998-03-09,28.19,28.25,27.94,28.00,205600,14.00
NYSE,ZLC,1998-03-06,28.00,28.44,28.00,28.19,129800,14.09
NYSE,ZLC,1998-03-05,28.00,28.44,27.75,28.12,149000,14.06
NYSE,ZLC,1998-03-04,27.81,28.25,27.81,28.06,303000,14.03
NYSE,ZLC,1998-03-03,27.81,28.31,27.81,27.81,329800,13.91
NYSE,ZLC,1998-03-02,27.81,28.19,27.81,27.94,264400,13.97
NYSE,ZLC,1998-02-27,28.00,28.06,27.81,27.81,211200,13.91
NYSE,ZLC,1998-02-26,27.56,28.12,27.56,27.94,236600,13.97
NYSE,ZLC,1998-02-25,28.00,28.00,27.62,27.81,107600,13.91
NYSE,ZLC,1998-02-24,28.38,28.94,28.00,28.12,244800,14.06
NYSE,ZLC,1998-02-23,26.88,28.75,26.88,28.56,338600,14.28
NYSE,ZLC,1998-02-20,27.25,27.25,26.00,26.94,624400,13.47
NYSE,ZLC,1998-02-19,28.31,28.44,27.06,27.38,198600,13.69
NYSE,ZLC,1998-02-18,27.50,28.38,27.50,28.31,254800,14.16
NYSE,ZLC,1998-02-17,27.81,27.81,27.06,27.50,158400,13.75
NYSE,ZLC,1998-02-13,27.31,27.81,27.19,27.81,320800,13.91
NYSE,ZLC,1998-02-12,26.44,27.50,26.44,27.06,330000,13.53
NYSE,ZLC,1998-02-11,25.94,26.44,25.94,26.44,173000,13.22
NYSE,ZLC,1998-02-10,25.38,25.94,25.38,25.94,135200,12.97
NYSE,ZLC,1998-02-09,25.38,25.38,25.00,25.31,29200,12.66
NYSE,ZLC,1998-02-06,25.25,25.31,25.06,25.19,123200,12.59
NYSE,ZLC,1998-02-05,24.56,25.88,24.56,25.19,767200,12.59
NYSE,ZLC,1998-02-04,24.56,24.56,24.12,24.31,210600,12.16
NYSE,ZLC,1998-02-03,24.38,24.69,24.12,24.56,187000,12.28
NYSE,ZLC,1998-02-02,24.62,24.62,24.19,24.31,481600,12.16
NYSE,ZLC,1998-01-30,24.19,24.56,24.00,24.50,133800,12.25
NYSE,ZLC,1998-01-29,24.88,25.00,24.38,24.44,132200,12.22
NYSE,ZLC,1998-01-28,25.25,25.25,24.75,24.88,149400,12.44
NYSE,ZLC,1998-01-27,24.75,25.00,24.69,25.00,79800,12.50
NYSE,ZLC,1998-01-26,24.06,24.75,24.00,24.75,137200,12.38
NYSE,ZLC,1998-01-23,24.38,24.38,24.00,24.06,45400,12.03
NYSE,ZLC,1998-01-22,24.44,24.44,24.06,24.25,59200,12.12
NYSE,ZLC,1998-01-21,24.94,24.94,24.38,24.69,91200,12.34
NYSE,ZLC,1998-01-20,24.69,25.00,24.50,24.88,96000,12.44
NYSE,ZLC,1998-01-16,24.69,24.81,24.38,24.56,131800,12.28
NYSE,ZLC,1998-01-15,24.00,24.44,23.88,24.44,270800,12.22
NYSE,ZLC,1998-01-14,23.25,24.12,23.25,24.12,110000,12.06
NYSE,ZLC,1998-01-13,22.75,23.12,22.50,23.00,100000,11.50
NYSE,ZLC,1998-01-12,22.25,22.88,22.00,22.62,187200,11.31
NYSE,ZLC,1998-01-09,24.00,24.06,22.25,22.25,850600,11.12
NYSE,ZLC,1998-01-08,24.00,24.38,23.75,24.00,204200,12.00
NYSE,ZLC,1998-01-07,24.25,24.25,23.25,24.00,620600,12.00
NYSE,ZLC,1998-01-06,23.75,23.88,23.38,23.62,483400,11.81
NYSE,ZLC,1998-01-05,23.50,24.12,23.44,23.88,814800,11.94
NYSE,ZLC,1998-01-02,23.00,23.31,23.00,23.25,328000,11.62
NYSE,ZLC,1997-12-31,22.69,23.50,22.50,23.00,911200,11.50
NYSE,ZLC,1997-12-30,23.00,23.00,22.31,22.69,444200,11.34
NYSE,ZLC,1997-12-29,22.88,23.31,22.50,22.94,177200,11.47
NYSE,ZLC,1997-12-26,23.00,23.00,22.81,22.81,35000,11.41
NYSE,ZLC,1997-12-24,22.75,23.06,22.38,23.00,74400,11.50
NYSE,ZLC,1997-12-23,23.12,23.38,22.75,22.75,264200,11.38
NYSE,ZLC,1997-12-22,23.25,23.25,23.00,23.12,259200,11.56
NYSE,ZLC,1997-12-19,23.25,23.25,22.75,23.12,193600,11.56
NYSE,ZLC,1997-12-18,24.00,24.00,22.75,23.50,345600,11.75
NYSE,ZLC,1997-12-17,23.62,24.06,23.62,23.94,283600,11.97
NYSE,ZLC,1997-12-16,22.50,23.62,22.50,23.62,163400,11.81
NYSE,ZLC,1997-12-15,23.00,23.31,22.88,23.00,205800,11.50
NYSE,ZLC,1997-12-12,23.19,23.44,23.19,23.31,102000,11.66
NYSE,ZLC,1997-12-11,23.06,23.19,23.06,23.19,436200,11.59
NYSE,ZLC,1997-12-10,23.75,23.75,23.25,23.25,416000,11.62
NYSE,ZLC,1997-12-09,23.75,24.06,23.56,23.62,297400,11.81
NYSE,ZLC,1997-12-08,23.38,23.94,23.31,23.69,107800,11.84
NYSE,ZLC,1997-12-05,23.50,23.50,23.06,23.25,123400,11.62
NYSE,ZLC,1997-12-04,24.25,24.50,23.00,23.25,270800,11.62
NYSE,ZLC,1997-12-03,23.12,24.00,23.00,24.00,433200,12.00
NYSE,ZLC,1997-12-02,21.81,23.00,21.62,22.88,748800,11.44
NYSE,ZLC,1997-12-01,22.25,22.31,21.50,21.69,837600,10.84
NYSE,ZLC,1997-11-28,22.38,22.69,22.25,22.25,100200,11.12
NYSE,ZLC,1997-11-26,23.94,23.94,21.50,22.25,1570800,11.12
NYSE,ZLC,1997-11-25,23.88,24.12,23.88,23.94,92400,11.97
NYSE,ZLC,1997-11-24,25.00,25.31,23.50,23.75,335400,11.88
NYSE,ZLC,1997-11-21,25.31,25.31,24.88,24.94,190600,12.47
NYSE,ZLC,1997-11-20,24.50,25.12,24.50,25.06,405600,12.53
NYSE,ZLC,1997-11-19,24.75,24.75,24.62,24.62,43600,12.31
NYSE,ZLC,1997-11-18,25.62,25.62,24.69,24.75,231000,12.38
NYSE,ZLC,1997-11-17,24.75,25.62,24.75,25.62,299800,12.81
NYSE,ZLC,1997-11-14,24.94,24.94,24.19,24.62,557400,12.31
NYSE,ZLC,1997-11-13,25.00,25.19,24.88,24.88,633400,12.44
NYSE,ZLC,1997-11-12,26.25,26.25,24.94,24.94,223200,12.47
NYSE,ZLC,1997-11-11,26.44,26.44,25.88,26.25,104600,13.12
NYSE,ZLC,1997-11-10,26.62,26.81,26.25,26.44,187000,13.22
NYSE,ZLC,1997-11-07,26.88,26.88,26.19,26.19,272200,13.09
NYSE,ZLC,1997-11-06,26.44,26.88,26.44,26.75,77000,13.38
NYSE,ZLC,1997-11-05,26.62,26.62,26.12,26.56,352400,13.28
NYSE,ZLC,1997-11-04,26.38,26.69,26.31,26.62,268800,13.31
NYSE,ZLC,1997-11-03,25.25,26.44,25.25,26.44,193000,13.22
NYSE,ZLC,1997-10-31,25.12,25.25,24.69,25.25,58600,12.62
NYSE,ZLC,1997-10-30,25.12,25.25,24.75,25.06,123000,12.53
NYSE,ZLC,1997-10-29,25.44,25.69,25.12,25.25,359600,12.62
NYSE,ZLC,1997-10-28,23.75,25.44,22.75,25.44,388000,12.72
NYSE,ZLC,1997-10-27,25.88,25.88,24.00,24.00,134000,12.00
NYSE,ZLC,1997-10-24,25.88,26.25,25.75,25.88,273400,12.94
NYSE,ZLC,1997-10-23,26.38,26.38,25.56,25.69,95200,12.84
NYSE,ZLC,1997-10-22,26.50,26.62,26.31,26.62,78400,13.31
NYSE,ZLC,1997-10-21,25.69,26.69,25.69,26.38,299400,13.19
NYSE,ZLC,1997-10-20,25.25,25.69,25.00,25.69,548000,12.84
NYSE,ZLC,1997-10-17,25.19,25.44,24.94,25.25,281800,12.62
NYSE,ZLC,1997-10-16,25.62,26.19,25.19,25.44,883000,12.72
NYSE,ZLC,1997-10-15,25.00,25.75,25.00,25.69,648000,12.84
NYSE,ZLC,1997-10-14,25.44,25.44,24.81,25.00,186200,12.50
NYSE,ZLC,1997-10-13,25.56,25.56,25.38,25.44,116800,12.72
NYSE,ZLC,1997-10-10,25.25,25.62,25.25,25.50,376400,12.75
NYSE,ZLC,1997-10-09,25.88,25.88,25.31,25.44,77200,12.72
NYSE,ZLC,1997-10-08,25.94,26.00,25.56,25.94,127800,12.97
NYSE,ZLC,1997-10-07,25.75,26.12,25.75,25.75,175400,12.88
NYSE,ZLC,1997-10-06,26.00,26.00,25.62,25.75,147800,12.88
NYSE,ZLC,1997-10-03,26.00,26.00,25.62,25.75,146400,12.88
NYSE,ZLC,1997-10-02,25.38,26.19,25.25,26.12,134600,13.06
NYSE,ZLC,1997-10-01,25.94,25.94,25.19,25.25,178600,12.62
NYSE,ZLC,1997-09-30,26.69,26.69,25.75,25.94,353600,12.97
NYSE,ZLC,1997-09-29,26.94,26.94,26.38,26.44,144800,13.22
NYSE,ZLC,1997-09-26,27.50,27.62,26.88,26.94,173800,13.47
NYSE,ZLC,1997-09-25,27.25,27.44,27.19,27.38,183600,13.69
NYSE,ZLC,1997-09-24,27.38,27.44,27.25,27.25,150800,13.62
NYSE,ZLC,1997-09-23,27.81,27.81,27.25,27.38,332600,13.69
NYSE,ZLC,1997-09-22,27.94,27.94,27.50,27.75,191000,13.88
NYSE,ZLC,1997-09-19,28.19,28.19,27.69,27.94,935600,13.97
NYSE,ZLC,1997-09-18,27.19,28.00,27.19,28.00,965400,14.00
NYSE,ZLC,1997-09-17,26.75,27.50,26.75,27.19,711000,13.59
NYSE,ZLC,1997-09-16,25.75,26.94,25.75,26.75,508600,13.38
NYSE,ZLC,1997-09-15,25.19,25.62,25.00,25.50,380800,12.75
NYSE,ZLC,1997-09-12,25.00,25.38,24.94,25.25,434600,12.62
NYSE,ZLC,1997-09-11,24.94,25.00,24.50,24.94,266800,12.47
NYSE,ZLC,1997-09-10,25.19,25.19,24.75,25.19,283000,12.59
NYSE,ZLC,1997-09-09,25.25,25.25,25.06,25.19,192400,12.59
NYSE,ZLC,1997-09-08,25.31,25.31,25.00,25.25,282800,12.62
NYSE,ZLC,1997-09-05,25.00,25.75,25.00,25.31,790800,12.66
NYSE,ZLC,1997-09-04,24.38,24.75,23.88,24.75,1478000,12.38
NYSE,ZLC,1997-09-03,22.50,23.62,22.50,23.50,1991400,11.75
NYSE,ZLC,1997-09-02,21.50,22.56,21.50,22.50,647800,11.25
NYSE,ZLC,1997-08-29,21.88,22.00,21.38,21.50,276000,10.75
NYSE,ZLC,1997-08-28,21.75,21.94,21.75,21.88,100600,10.94
NYSE,ZLC,1997-08-27,22.00,22.00,21.62,21.75,162600,10.88
NYSE,ZLC,1997-08-26,22.06,22.19,22.00,22.12,39800,11.06
NYSE,ZLC,1997-08-25,22.00,22.19,21.88,22.19,97400,11.09
NYSE,ZLC,1997-08-22,22.25,22.25,21.81,22.00,116400,11.00
NYSE,ZLC,1997-08-21,22.38,22.44,22.12,22.38,49600,11.19
NYSE,ZLC,1997-08-20,21.31,22.75,21.31,22.38,495600,11.19
NYSE,ZLC,1997-08-19,21.38,21.56,21.12,21.31,74000,10.66
NYSE,ZLC,1997-08-18,21.62,21.75,21.00,21.62,97000,10.81
NYSE,ZLC,1997-08-15,22.19,22.19,21.56,21.56,62200,10.78
NYSE,ZLC,1997-08-14,22.38,22.44,22.12,22.19,92000,11.09
NYSE,ZLC,1997-08-13,22.06,22.44,22.06,22.44,58400,11.22
NYSE,ZLC,1997-08-12,22.12,22.25,22.06,22.12,138600,11.06
NYSE,ZLC,1997-08-11,22.25,22.38,21.88,22.06,142200,11.03
NYSE,ZLC,1997-08-08,22.50,22.56,22.06,22.25,138000,11.12
NYSE,ZLC,1997-08-07,22.06,22.56,22.06,22.56,40200,11.28
NYSE,ZLC,1997-08-06,22.69,22.75,22.00,22.00,136600,11.00
NYSE,ZLC,1997-08-05,22.06,22.88,21.88,22.69,444600,11.34
NYSE,ZLC,1997-08-04,22.06,22.19,21.94,22.12,191200,11.06
NYSE,ZLC,1997-08-01,21.75,22.25,21.75,22.12,243000,11.06
NYSE,ZLC,1997-07-31,21.50,21.75,21.44,21.75,213800,10.88
NYSE,ZLC,1997-07-30,21.38,21.44,21.31,21.38,140800,10.69
NYSE,ZLC,1997-07-29,20.75,21.31,20.75,21.25,77600,10.62
NYSE,ZLC,1997-07-28,20.81,20.88,20.56,20.69,124000,10.34
NYSE,ZLC,1997-07-25,20.88,20.94,20.75,20.81,135800,10.41
NYSE,ZLC,1997-07-24,21.44,21.44,20.88,20.88,90200,10.44
NYSE,ZLC,1997-07-23,21.38,21.62,21.25,21.50,61400,10.75
NYSE,ZLC,1997-07-22,21.19,21.62,20.94,21.38,160600,10.69
NYSE,ZLC,1997-07-21,21.56,21.56,21.19,21.19,43800,10.59
NYSE,ZLC,1997-07-18,21.50,21.75,21.12,21.50,172800,10.75
NYSE,ZLC,1997-07-17,21.75,21.88,21.38,21.38,105600,10.69
NYSE,ZLC,1997-07-16,21.62,22.00,21.62,21.75,64000,10.88
NYSE,ZLC,1997-07-15,21.75,21.81,21.38,21.56,53600,10.78
NYSE,ZLC,1997-07-14,21.88,22.12,21.69,21.88,83000,10.94
NYSE,ZLC,1997-07-11,21.75,22.00,21.69,21.94,81800,10.97
NYSE,ZLC,1997-07-10,21.25,22.06,21.25,21.69,393800,10.84
NYSE,ZLC,1997-07-09,21.19,21.19,20.88,21.06,253000,10.53
NYSE,ZLC,1997-07-08,20.56,21.12,20.50,21.12,348800,10.56
NYSE,ZLC,1997-07-07,20.50,20.88,20.38,20.56,1083400,10.28
NYSE,ZLC,1997-07-03,20.38,20.50,20.31,20.44,258800,10.22
NYSE,ZLC,1997-07-02,20.25,20.50,20.00,20.25,66600,10.12
NYSE,ZLC,1997-07-01,19.88,20.50,19.88,20.25,766400,10.12
NYSE,ZLC,1997-06-30,19.75,20.12,19.56,19.81,306800,9.91
NYSE,ZLC,1997-06-27,19.75,19.88,19.69,19.81,133800,9.91
NYSE,ZLC,1997-06-26,19.69,19.88,19.56,19.62,32000,9.81
NYSE,ZLC,1997-06-25,19.88,19.91,19.69,19.69,148400,9.84
NYSE,ZLC,1997-06-24,19.88,20.12,19.62,19.75,283800,9.88
NYSE,ZLC,1997-06-23,19.88,20.00,19.75,19.75,130000,9.88
NYSE,ZLC,1997-06-20,19.50,19.88,19.50,19.88,386000,9.94
NYSE,ZLC,1997-06-19,20.12,20.25,20.00,20.12,89000,10.06
NYSE,ZLC,1997-06-18,19.88,20.12,19.75,20.12,295200,10.06
NYSE,ZLC,1997-06-17,20.25,20.25,19.12,19.88,253200,9.94
NYSE,ZLC,1997-06-16,20.88,21.00,20.12,20.25,239600,10.12
NYSE,ZLC,1997-06-13,21.12,21.12,20.88,21.00,94800,10.50
NYSE,ZLC,1997-06-12,21.12,21.12,21.00,21.12,25600,10.56
NYSE,ZLC,1997-06-11,21.25,21.25,21.12,21.12,108400,10.56
NYSE,ZLC,1997-06-10,21.38,21.38,21.00,21.12,54800,10.56
NYSE,ZLC,1997-06-09,21.12,21.50,21.12,21.38,214000,10.69
NYSE,ZLC,1997-06-06,21.38,21.38,21.00,21.00,134800,10.50
NYSE,ZLC,1997-06-05,21.25,21.38,21.00,21.38,166800,10.69
NYSE,ZLC,1997-06-04,21.12,21.25,20.88,21.25,103200,10.62
NYSE,ZLC,1997-06-03,21.00,21.75,21.00,21.38,321800,10.69
NYSE,ZLC,1997-06-02,20.12,20.88,20.12,20.88,82000,10.44
NYSE,ZLC,1997-05-30,19.88,20.12,19.50,20.12,354800,10.06
NYSE,ZLC,1997-05-29,19.88,20.00,19.62,19.88,61200,9.94
NYSE,ZLC,1997-05-28,19.88,20.12,19.88,19.88,114800,9.94
NYSE,ZLC,1997-05-27,19.62,20.00,19.50,20.00,53600,10.00
NYSE,ZLC,1997-05-23,19.88,19.88,19.38,19.50,88000,9.75
NYSE,ZLC,1997-05-22,19.75,20.00,19.62,19.88,99200,9.94
NYSE,ZLC,1997-05-21,19.75,19.88,19.50,19.75,79600,9.88
NYSE,ZLC,1997-05-20,19.62,19.88,19.50,19.75,86400,9.88
NYSE,ZLC,1997-05-19,19.62,19.62,19.25,19.62,108400,9.81
NYSE,ZLC,1997-05-16,19.75,19.75,19.50,19.62,35600,9.81
NYSE,ZLC,1997-05-15,19.75,19.75,19.62,19.75,29000,9.88
NYSE,ZLC,1997-05-14,19.88,19.88,19.62,19.75,117600,9.88
NYSE,ZLC,1997-05-13,19.62,19.88,19.62,19.88,152200,9.94
NYSE,ZLC,1997-05-12,19.62,19.62,19.50,19.50,188200,9.75
NYSE,ZLC,1997-05-09,19.00,19.62,19.00,19.62,152800,9.81
NYSE,ZLC,1997-05-08,19.12,19.12,18.88,19.00,84600,9.50
NYSE,ZLC,1997-05-07,19.12,19.25,19.12,19.12,53200,9.56
NYSE,ZLC,1997-05-06,19.62,19.75,19.00,19.12,206400,9.56
NYSE,ZLC,1997-05-05,19.25,19.62,19.12,19.62,139800,9.81
NYSE,ZLC,1997-05-02,18.50,19.25,18.50,19.25,119600,9.62
NYSE,ZLC,1997-05-01,18.62,18.88,18.38,18.38,169200,9.19
NYSE,ZLC,1997-04-30,18.12,18.62,18.12,18.50,73000,9.25
NYSE,ZLC,1997-04-29,17.38,18.12,17.38,18.12,110000,9.06
NYSE,ZLC,1997-04-28,17.50,17.62,17.12,17.25,97000,8.62
NYSE,ZLC,1997-04-25,18.00,18.12,17.50,17.50,89800,8.75
NYSE,ZLC,1997-04-24,17.62,18.00,17.50,18.00,46600,9.00
NYSE,ZLC,1997-04-23,17.88,18.00,17.62,17.62,59000,8.81
NYSE,ZLC,1997-04-22,18.12,18.25,17.88,17.88,98600,8.94
NYSE,ZLC,1997-04-21,18.12,18.38,18.12,18.25,129200,9.12
NYSE,ZLC,1997-04-18,17.75,18.38,17.75,18.12,68400,9.06
NYSE,ZLC,1997-04-17,17.50,17.88,17.12,17.75,187800,8.88
NYSE,ZLC,1997-04-16,17.88,17.88,17.50,17.50,84600,8.75
NYSE,ZLC,1997-04-15,17.12,17.88,17.12,17.88,85200,8.94
NYSE,ZLC,1997-04-14,17.50,17.62,17.00,17.12,282400,8.56
NYSE,ZLC,1997-04-11,18.62,18.62,17.62,17.62,134200,8.81
NYSE,ZLC,1997-04-10,18.38,18.75,18.25,18.62,127800,9.31
NYSE,ZLC,1997-04-09,17.88,18.50,17.75,18.38,405400,9.19
NYSE,ZLC,1997-04-08,17.62,17.62,17.38,17.38,32200,8.69
NYSE,ZLC,1997-04-07,17.50,17.62,17.50,17.62,84800,8.81
NYSE,ZLC,1997-04-04,17.50,17.50,17.38,17.38,62000,8.69
NYSE,ZLC,1997-04-03,17.62,17.62,17.38,17.50,85000,8.75
NYSE,ZLC,1997-04-02,18.25,18.25,17.62,17.62,64800,8.81
NYSE,ZLC,1997-04-01,18.38,19.00,18.25,18.38,229400,9.19
NYSE,ZLC,1997-03-31,18.50,18.62,18.00,18.38,100200,9.19
NYSE,ZLC,1997-03-27,18.38,18.50,18.12,18.25,121800,9.12
NYSE,ZLC,1997-03-26,18.75,18.88,18.25,18.50,320000,9.25
NYSE,ZLC,1997-03-25,18.88,18.88,18.38,18.75,144800,9.38
NYSE,ZLC,1997-03-24,18.88,19.12,18.88,18.88,174200,9.44
NYSE,ZLC,1997-03-21,18.88,19.12,18.75,19.12,288200,9.56
NYSE,ZLC,1997-03-20,19.12,19.12,18.75,18.88,83400,9.44
NYSE,ZLC,1997-03-19,19.25,19.25,19.00,19.12,84800,9.56
NYSE,ZLC,1997-03-18,19.25,19.38,19.00,19.12,101000,9.56
NYSE,ZLC,1997-03-17,19.38,19.50,19.00,19.25,182400,9.62
NYSE,ZLC,1997-03-14,19.25,19.38,19.12,19.25,335200,9.62
NYSE,ZLC,1997-03-13,19.12,19.25,19.00,19.25,138000,9.62
NYSE,ZLC,1997-03-12,19.12,19.25,19.00,19.25,419200,9.62
NYSE,ZLC,1997-03-11,18.75,19.12,18.50,19.12,857800,9.56
NYSE,ZLC,1997-03-10,18.12,18.75,18.12,18.75,714200,9.38
NYSE,ZLC,1997-03-07,18.00,18.12,18.00,18.00,82000,9.00
NYSE,ZLC,1997-03-06,18.00,18.12,17.88,18.12,489200,9.06
NYSE,ZLC,1997-03-05,18.38,18.38,17.75,17.88,551400,8.94
NYSE,ZLC,1997-03-04,18.25,18.62,18.25,18.38,293400,9.19
NYSE,ZLC,1997-03-03,18.50,18.50,18.12,18.25,58600,9.12
NYSE,ZLC,1997-02-28,18.12,18.50,18.00,18.50,485000,9.25
